song_id,ground_truth,kmeans,agglo,dbscan
spotifydown.com - Whatever,unknown,31,74,211
SpotiDownloader.com - Anxiety - Doechii,unknown,9,14,89
Maisie Peters - Smile,unknown,2,21,-1
SpotiDownloader.com - She Looks So Perfect - 5 Seconds of Summer,unknown,68,27,90
[SPOTDOWNLOADER.COM] Come Play (from the series Arcane League of Legends),unknown,70,40,0
Tate McRae - exes,unknown,65,2,-1
spotifydown.com - I Was Made For Lovin’ You - from The Fall Guy [Orchestral Version],unknown,102,8,72
2WEI_Survivor,2WEI,76,26,-1
spotifydown.com - Someone New,unknown,92,12,-1
SpotiDownloader.com - Nothing Breaks Like a Heart - Spotify Singles - Damiano David,unknown,57,64,-1
SpotiDownloader.com - Yellow Flicker Beat - Lorde,unknown,101,66,-1
02. Our Love (from the series Arcane League of Legends),unknown,9,62,14
SpotiMate.io - Green Light - Lorde,unknown,85,12,49
spotifydown.com - Renegade (We Never Run) (from the series Arcane League of Legends),unknown,53,85,14
Radiohead - Everything In Its Right Place,unknown,64,56,-1
Poppy - I Disagree,unknown,25,42,16
Richard Carter - Le Monde,unknown,29,25,-1
SpotiDownloader.com - Nothing Breaks Like a Heart - Spotify Singles - Damiano David,unknown,57,64,-1
spotifydown.com - In My Bones,unknown,92,12,-1
SpotiDownloader.com - MAMMAMIA - Måneskin,unknown,84,101,26
I DONT KNOW HOW BUT THEY FOUND ME -Choke,unknown,4,20,-1
SpotiMate.io - Folded - Kehlani,unknown,33,68,8
SpotiDownloader.com - Apocalypse - Cigarettes After Sex,unknown,84,81,-1
SpotiDownloader.com - That’s So True - Gracie Abrams,unknown,53,85,14
Arctic Monkeys - Do I Wanna Know,unknown,17,83,-1
SpotiDownloader.com - Breakin' Dishes - Rihanna,unknown,53,62,14
[SPOTDOWNLOADER.COM] SUPERMODEL,unknown,45,7,-1
11. What Could Have Been feat. Ray Chen (from the series Arcane League of Legends),unknown,80,39,-1
Neoni - LOSER,unknown,5,38,48
spotifydown.com - obsessed,unknown,10,83,-1
Imagine Dragons - It's Time,unknown,72,29,91
"spotifydown.com - 100,000 People",unknown,12,56,-1
Radiohead - Everything In Its Right Place,unknown,39,62,-1
01 Everything Goes On,unknown,5,38,48
SpotiDownloader.com - Fix You - Coldplay,unknown,94,17,-1
Henry Moodie - drunk text,unknown,47,34,-1
SpotiDownloader.com - Anxiety - Doechii,unknown,9,14,89
SpotiMate.io - Let Down - Radiohead,unknown,16,30,92
spotifydown.com - Eleanor Rigby,unknown,94,17,-1
[SPOTDOWNLOADER.COM] Sailor Song,unknown,11,11,-1
spotifydown.com - Icarus,unknown,23,36,93
"01 Take Over (feat. Jeremy McKinnon,",unknown,9,14,14
MIDDLE OF THE NIGHT,unknown,39,62,-1
SpotiMate.io - Only Girl _In The World_ - Rihanna,SpotiMate.io - Only Girl ,5,10,0
David Kushner - Dead Man,unknown,59,100,-1
spotifydown.com - A Bar Song (Tipsy),unknown,70,40,0
Transviolet_Destroy_Destroy_Destroy,Transviolet,86,98,-1
SpotiMate.io - Dernière danse - Indila,unknown,92,50,94
Apashe - More (Prelude),unknown,4,20,-1
Chinchilla - Little Girl Gone,unknown,65,2,-1
[SPOTDOWNLOADER.COM] CRAZY,unknown,90,2,-1
Eason Chan - 这样很好 (Isha's Song) (from the series Arcane League of Legends),unknown,81,91,-1
SpotiMate.io - Green Light - Lorde,unknown,22,47,-1
SpotiMate.io - Space Song - Beach House,unknown,98,86,95
Run Boy Run - Woodkid,unknown,50,3,-1
SpotiDownloader.com - End of the World - Miley Cyrus,unknown,26,20,-1
Lauren Spencer Smith - Best Friend Breakup,unknown,15,99,38
SpotiMate.io - Lovers Rock - TV Girl,unknown,9,62,14
Imagine Dragons - Bones,unknown,102,8,72
Faouzia - Hero (1),unknown,37,80,-1
SpotiDownloader.com - That’s So True - Gracie Abrams,unknown,5,68,0
New West - Those Eyes (1),unknown,94,17,-1
SpotiMate.io - Music To Watch Boys To - Lana Del Rey,unknown,97,3,45
Dove Cameron - We Go Down Together,unknown,63,44,-1
spotifydown.com - us. (feat. Taylor Swift),unknown,87,7,-1
Jeremy Zucker - this is how you fall in love,unknown,44,81,-1
Nelly Furtado - Maneater,unknown,53,40,0
spotifydown.com - To Ashes and Blood (from the series Arcane League of Legends),unknown,1,50,96
Marina_Purge_The_Poison,Marina,10,97,-1
League of Legends - Legends Never Die,unknown,32,85,2
SpotiMate.io - The Last Of The Real Ones - Fall Out Boy,unknown,72,29,97
Panic Room - Au-Ra,unknown,76,26,23
Queen - Crazy Little Thing Called Love (Remastered 2011),unknown,5,38,87
Besomorph - Redemption,unknown,11,11,-1
[SPOTDOWNLOADER.COM] One More Light,unknown,73,6,82
SpotiDownloader.com - Apocalypse - Cigarettes After Sex,unknown,84,86,78
NEONI_I_M_NOT_SORRY,NEONI,43,18,-1
Bon Jovi - You Give Love A Bad Name,unknown,68,27,47
Tate McRae - exes,unknown,33,2,-1
Cavetown_Devil_Town,Cavetown,39,23,-1
Beyoncé - MY HOUSE,unknown,38,18,-1
SpotiMate.io - TIT FOR TAT - Tate McRae,unknown,9,12,-1
Ava Max - Belladonna,unknown,53,62,14
spotifydown.com - Miserable Man,unknown,67,13,-1
SpotiMate.io - I Bet on Losing Dogs - Mitski,unknown,53,10,0
Bella_Poarch_Build_a_Bitch,Bella,16,70,-1
spotifydown.com - Iris - The Goo Goo Dolls,unknown,96,80,71
SpotiMate.io - Sienna - The Marías,unknown,56,59,-1
Bruno Mars - Talking to the Moon,unknown,83,10,0
Lewis Blissett - Killing Butterflies,unknown,15,99,98
SpotiDownloader.com - Hot N Cold - Katy Perry,unknown,28,5,99
BIRDY RHODES - Let It All Go,unknown,17,83,-1
BLACKPINK - THE GIRLS,unknown,37,23,-1
Neoni - DARKSIDE,unknown,46,57,-1
Lady Gaga - Disease,unknown,68,27,13
Poor Marionette - Sarah Cothran,unknown,53,14,-1
Tamer - Beautiful Crime,unknown,96,80,-1
SpotiDownloader.com - Manchild - Sabrina Carpenter,unknown,102,8,21
Sabai - Scared,unknown,46,57,100
Misha Mansoor - The Beast (from the series Arcane League of Legends),unknown,83,85,14
Banners - Someone To You,unknown,32,29,88
The Whole Being Dead Thing,unknown,51,95,-1
Jade LeMac - Aimed to Kill,unknown,78,53,-1
SpotiDownloader.com - End of the World - Miley Cyrus,unknown,57,95,101
spotifydown.com - HONEY (ARE U COMING_),spotifydown.com - HONEY (ARE U COMING,77,76,-1
Phoenix,unknown,39,62,4
spotifydown.com - Fade Into You,unknown,15,99,-1
FLETCHER_Last_Laugh,FLETCHER,37,23,-1
Ryan_Mack_Wish_You_the_Worst,Ryan,79,28,63
spotifydown.com - Dog Days Are Over,unknown,47,34,27
spotifydown.com - Baby Blue Movie,unknown,98,6,-1
SpotiDownloader.com - Sugar On My Tongue - Tyler,unknown,90,68,0
"Frawley - If I Don-'t Laugh, I-'ll Cry",unknown,100,9,206
[SPOTDOWNLOADER.COM] Dream On,unknown,11,25,-1
SpotiDownloader.com - Seventeen Going Under - Sam Fender,unknown,41,13,102
Kailee Morgue - Siren,unknown,69,4,-1
spotifydown.com - Becky's So Hot,unknown,68,27,103
Benson Boone - Beautiful Things,unknown,83,10,0
League of Legends - The Curse of the Sad Mummy,unknown,81,59,-1
spotifydown.com - CORALINE - Måneskin,unknown,41,71,-1
Lana Del Rey - Lolita,unknown,51,8,104
01 Acapulco,unknown,31,10,22
SpotiDownloader.com - P_RNSTAR - Nessa Barrett,SpotiDownloader.com - P,30,96,-1
03. Goodbye (from the series Arcane League of Legends),unknown,99,84,-1
The Marías - baby one more time,unknown,23,36,-1
spotifydown.com - Mary On A Cross - Ghost,unknown,102,8,21
Jvke - this is what sadness feels like,unknown,86,98,105
NF - Let You Down,unknown,85,12,46
spotifydown.com - Hero,unknown,24,19,80
SpotiDownloader.com - The Subway - Chappell Roan,unknown,11,11,-1
SpotiDownloader.com - Boom Clap - Charli xcx,unknown,68,27,13
SpotiDownloader.com - Duvet - bôa,unknown,9,14,11
MØØNWATER_Darkside,MØØNWATER,9,101,89
[SPOTDOWNLOADER.COM] Dial Tone,unknown,83,10,0
Banners - Someone To You,unknown,32,29,88
Emily Browning - Sweet Dreams (Are Made Of This),unknown,62,47,-1
Jeremy Zucker - this is how you fall in love,unknown,44,81,-1
spotifydown.com - HIND'S HALL,unknown,39,23,106
SpotiDownloader.com - Supercut - Lorde,unknown,30,96,62
spotifydown.com - Seven Nation Army,unknown,28,5,-1
spotifydown.com - Miserable Man,unknown,18,24,-1
"spotifydown.com - 100,000 People",unknown,24,19,-1
Flo Milli - Never Lose Me,unknown,34,84,-1
Nelly Furtado - Maneater,unknown,53,40,0
Lana Del Rey - Radio,unknown,56,70,-1
spotifydown.com - Two Men in Love,unknown,48,79,-1
Missio_Twisted,Missio,90,2,107
spotifydown.com - Way down We Go,unknown,24,19,-1
Sad Night Dynamite - Smoke Hole (Edit),unknown,72,8,-1
Moncrieff_Serial_Killer,Moncrieff,57,64,108
spotifydown.com - Washing Machine Heart,unknown,9,14,14
SpotiDownloader.com - Sunsetz - Cigarettes After Sex,unknown,24,19,80
Charlotte_Lawrence_Why_Do_You_Love_Me,Charlotte,15,99,-1
Transviolet_Destroy_Destroy_Destroy,Transviolet,38,9,-1
SpotiMate.io - The Water Is Fine - Chloe Ament,unknown,57,97,-1
Cyn - Drinks,unknown,30,96,-1
spotifydown.com - Fade Into You,unknown,15,99,-1
SpotiDownloader.com - Nothing's Gonna Hurt You Baby - Cigarettes After Sex,unknown,44,81,109
[SPOTDOWNLOADER.COM] Sleepyhead,unknown,78,53,-1
spotifydown.com - High,unknown,53,62,14
spotifydown.com - Monsters (feat. blackbear) - All Time Low,unknown,72,5,20
Fairly Local - Twenty One Pilots,unknown,102,8,-1
SpotiDownloader.com - 12 to 12 - sombr,unknown,79,2,-1
spotifydown.com - if u think i'm pretty,unknown,84,101,14
Stephen Dawes - Teenage Dream,unknown,9,14,14
Groupthink - Buy likes,unknown,16,69,-1
Radiohead - No Surprises,unknown,76,14,-1
Dua Lipa - Houdini,unknown,5,10,0
SpotiMate.io - Space Song - Beach House,unknown,98,86,95
Cyn - Drinks,unknown,30,96,204
SpotiDownloader.com - TV - Billie Eilish,unknown,15,16,-1
Madison Beer - Good In Goodbye,unknown,60,92,-1
spotifydown.com - Wildflower and Barley,unknown,33,89,110
Harry Styles - Sweet Creature,unknown,13,58,-1
spotifydown.com - Love Crime - Amuse-Bouche Version,unknown,69,4,-1
Ellise_Lilith,Ellise,96,99,-1
Olivia Rodrigo - Can’t Catch Me Now,unknown,22,47,-1
James Arthur - Car's Outside,unknown,85,12,57
SpotiDownloader.com - Hold My Hand - Jess Glynne,unknown,83,10,165
DPR IAN - So I Danced,unknown,60,92,-1
[SPOTDOWNLOADER.COM] CASTLE OF GLASS,unknown,66,0,111
Die For You (Dabin Remix) (64 kbps),unknown,47,34,-1
SpotiDownloader.com - back to friends - sombr,unknown,26,20,-1
Dua Lipa - Houdini,unknown,37,45,-1
[SPOTDOWNLOADER.COM] Heart Attack - Rock Version,unknown,28,5,-1
spotifydown.com - Cherry Tree,unknown,26,20,-1
Troye Sivan - One Of Your Girls,unknown,96,80,60
spotidownloader.com - California - Chappell Roan,unknown,21,33,-1
Sarah Jeffery - Queen of Mean,unknown,14,1,-1
Billie Eilish - idontwannabeyouanymore,unknown,66,16,-1
Grace_VanderWaal_Burned,Grace,10,42,138
SpotiDownloader.com - 1950 - King Princess,unknown,19,17,-1
SpotiDownloader.com - Nothing Breaks Like a Heart - Spotify Singles - Damiano David,unknown,56,83,-1
Chicago - Cell Block Tango,unknown,45,22,112
[SPOTDOWNLOADER.COM] SUPERMODEL,unknown,100,38,-1
Neoni - DARKSIDE,unknown,25,42,-1
The Whole Being Dead Thing,unknown,16,69,-1
Au-Ra - Dance in the Dark,unknown,33,89,110
spotifydown.com - Murder On The Dancefloor,unknown,31,10,54
SpotiDownloader.com - Nothing Breaks Like a Heart - Spotify Singles - Damiano David,unknown,9,14,14
Run Boy Run - Woodkid,unknown,102,8,59
Malia_J_Smells_Like_Teen_Spirit,Malia,16,70,-1
spotifydown.com - Two Men in Love,unknown,102,8,51
SpotiMate.io - Only Girl _In The World_ - Rihanna,SpotiMate.io - Only Girl ,70,40,0
[SPOTDOWNLOADER.COM] Zombie,unknown,8,55,-1
SpotiDownloader.com - No. 1 Party Anthem - Arctic Monkeys,unknown,59,39,-1
spotifydown.com - Welcome to the Black Parade,unknown,102,8,21
Henry Moodie - drunk text,unknown,47,34,-1
Neoni - Paranoia,unknown,37,23,-1
Poppy - I Disagree,unknown,102,8,-1
"Jnr Choi, Sam Tompkins - TO THE MOON",unknown,79,37,53
"spotifydown.com - No Light, No Light",unknown,72,29,113
League of Legends - Warriors,unknown,85,64,114
Halsey - Gasoline,unknown,16,70,-1
Michael Bublé - Feeling Good,unknown,94,17,-1
Ayla D'Lyla - Money,unknown,46,57,15
SpotiDownloader.com - Like A Villain - Bad Omens,unknown,47,34,27
spotifydown.com - Heavy (feat. Kiiara) - Linkin Park,unknown,65,0,-1
Tate McRae - Sports car,unknown,37,23,-1
The Bidding - Tally Hall,unknown,10,70,-1
Six_Don_t_Lose_Ur_Head,Six,82,82,-1
Dove Cameron - We Go Down Together,unknown,66,16,-1
spotifydown.com - Fourth of July,unknown,71,72,-1
Ellise_Wicked_Witch_of_the_Westside,Ellise,65,2,-1
[SPOTDOWNLOADER.COM] Courtesy Call,unknown,72,5,-1
[SPOTDOWNLOADER.COM] Heavydirtysoul,unknown,38,9,76
[SPOTDOWNLOADER.COM] Video Games,unknown,17,48,-1
spotifydown.com - Wicked Game,unknown,56,59,-1
Faouzia_My_Heart_s_Grave,Faouzia,46,57,11
PLVTINUM_COFFIN,PLVTINUM,43,18,-1
Jade LeMac - Aimed to Kill,unknown,78,53,-1
spotifydown.com - New Woman (feat. ROSALÍA),unknown,7,103,-1
SpotiMate.io - One More Night - Maroon 5,unknown,43,18,-1
SpotiDownloader.com - Pity Party - Melanie Martinez,unknown,47,34,20
Cute_Whore_Cult_Leader,Cute,44,81,115
SpotiMate.io - What Have They Done To Us _ft. Sasha Alex Sloan_ _from the series Arcane League of Legends_ - Mako,SpotiMate.io - What Have They Done To Us ,39,60,-1
COBRAH - GOOD PUSS,unknown,23,36,-1
[SPOTDOWNLOADER.COM] Too Well,unknown,46,9,35
Lady_Gaga_Bloody_Mary,Lady,88,0,116
WHY DONT WE - HOW DO YOU LOVE SOMEBODY,unknown,14,1,-1
League of Legends - GODS,unknown,84,101,117
[SPOTDOWNLOADER.COM] Dial Tone,unknown,83,10,0
Banners - Someone To You,unknown,68,34,-1
spotifydown.com - Close To You,unknown,23,36,-1
2WEI_Toxic,2WEI,40,22,-1
Massacre - Kim Petras,unknown,53,62,14
Lana Del Rey - Lolita,unknown,36,102,-1
Henry Moodie - drunk text,unknown,37,23,-1
[SPOTDOWNLOADER.COM] Psycho Killer - 2005 Remaster,unknown,33,38,-1
SpotiDownloader.com - Cake - Melanie Martinez,unknown,102,8,72
SpotiDownloader.com - 3am - Halsey,unknown,87,21,-1
spotifydown.com - Enemy with JID (Opening Title Version),unknown,70,40,0
spotifydown.com - Alrighty Aphrodite,unknown,92,50,118
Nessa Barrett - die first,unknown,88,0,-1
Niall Horan - Meltdown,unknown,5,38,-1
NF - The Search,unknown,62,47,-1
Lewis Capaldi - Pointless,unknown,90,28,-1
spotifydown.com - Houdini,unknown,83,10,0
Imagine_Dragons_Enemy_feat_J_I_D,Imagine,65,2,-1
SpotiDownloader.com - Kiss Me - Sixpence None The Richer,unknown,70,57,-1
spotifydown.com - Stargazing,unknown,76,26,-1
SpotiDownloader.com - Die On This Hill - SIENNA SPIRO,unknown,35,87,-1
SpotiDownloader.com - Give Your Heart A Break (with robbietheused) - Rock Version - Demi Lovato,unknown,72,29,113
Artemas - i like the way you kiss me (64 kbps),unknown,1,50,-1
K-DA - POP-STARS,unknown,39,23,106
NF - Let You Down,unknown,57,64,108
spotifydown.com - Renegade (We Never Run) (from the series Arcane League of Legends),unknown,53,85,14
SpotiMate.io - Man I Need - Olivia Dean,unknown,85,12,57
Nelly Furtado - Maneater,unknown,53,40,0
Veronica Swift - In the Moonlight,unknown,9,14,119
spotifydown.com - I Love You So,unknown,92,50,43
spotifydown.com - Mystery of Love,unknown,50,100,-1
I DONT KNOW HOW BUT THEY FOUND ME -Choke,unknown,51,54,-1
spotidownloader.com - Sunburn - Brian Cheng,unknown,86,98,105
SpotiMate.io - Music To Watch Boys To - Lana Del Rey,unknown,59,88,120
CL -  HELLO BITCHES,unknown,28,5,66
spotifydown.com - la di die (feat. Jaden Hossler),unknown,83,10,0
spotifydown.com - Risk,unknown,53,62,14
Sir_Chloe_Michelle,Sir,76,26,-1
spotifydown.com - Houdini,unknown,5,68,0
spotifydown.com - Hero,unknown,24,19,80
Chicago - Cell Block Tango,unknown,42,63,-1
Massacre - Kim Petras,unknown,53,62,14
[SPOTDOWNLOADER.COM] Dream On,unknown,95,78,-1
Run Boy Run - Woodkid,unknown,4,54,-1
spotifydown.com - Alrighty Aphrodite,unknown,80,39,121
Paris Paloma - labour,unknown,24,19,-1
Maggie_Lindemann_Knife_Under_My_Pillow,Maggie,83,10,0
SpotiMate.io - What Have They Done To Us _ft. Sasha Alex Sloan_ _from the series Arcane League of Legends_ - Mako,SpotiMate.io - What Have They Done To Us ,13,58,-1
spotifydown.com - Girl With One Eye,unknown,69,11,-1
Josh Levi - ALL OVER AGAIN,unknown,39,62,4
Laura Karpman - Ms. Marvel Suite,unknown,33,89,-1
spotifydown.com - Francesca,unknown,5,68,0
spotifydown.com - Mystery of Love,unknown,18,24,-1
spotifydown.com - New Woman (feat. ROSALÍA),unknown,83,10,0
Sir_Chloe_Michelle,Sir,51,8,-1
SpotiDownloader.com - Past Lives - BØRNS,unknown,9,12,122
League_of_Legends_The_Call,League,49,31,-1
spotifydown.com - Oblivions,unknown,73,6,-1
SpotiDownloader.com - 12 to 12 - sombr,unknown,9,14,-1
spotifydown.com - Whatever,unknown,28,8,-1
Kim_Petras_Can_t_Do_Better,Kim,88,38,-1
SpotiMate.io - Cinnamon Girl - Lana Del Rey,unknown,91,46,-1
"spotifydown.com - 100,000 People",unknown,24,19,-1
Imagine Dragons - It's Time,unknown,25,42,86
Halsey - Gasoline,unknown,16,70,-1
CORPSE_X_NIGHT_LOVELL_HOT_DEMON_BITCHES_NEAR_U_,CORPSE,43,18,-1
League of Legends - REMIX RUMBLE,unknown,83,10,0
Mother Mother - Verbatim,unknown,103,51,-1
spotifydown.com - Illusion,unknown,70,40,0
Lewis Capaldi - Before You Go,unknown,96,80,-1
SpotiMate.io - Dracula - Tame Impala,unknown,86,98,-1
Bo_Burnham_1985_White_Guy,Bo,13,58,-1
spotifydown.com - So What,unknown,68,27,27
Artemas - i like the way you kiss me (64 kbps),unknown,8,55,-1
SpotiDownloader.com - TV - Billie Eilish,unknown,49,56,-1
[SPOTDOWNLOADER.COM] Diet Pepsi,unknown,96,37,29
League of Legends - The Curse of the Sad Mummy,unknown,27,67,-1
Lewis Capaldi - Forget Me,unknown,64,56,123
Laura Karpman - Ms. Marvel Suite,unknown,100,38,124
14 - twenty one pilots - Drag Path,unknown,26,20,125
SpotiDownloader.com - Nothing's Gonna Hurt You Baby - Cigarettes After Sex,unknown,44,81,44
spotifydown.com - Ma Meilleure Ennemie (from the series Arcane League of Legends),unknown,30,96,-1
VALORANT - Fire Again,unknown,68,27,103
Jax - Victoria-'s Secret,unknown,55,75,-1
[SPOTDOWNLOADER.COM] Creatures in Heaven,unknown,9,12,-1
SpotiDownloader.com - 12 to 12 - sombr,unknown,9,14,-1
Labrinth - Jealous,unknown,49,31,-1
Chicago - Cell Block Tango,unknown,93,15,-1
Missio_Twisted,Missio,31,10,22
spotifydown.com - Welcome to the Black Parade,unknown,87,33,-1
Tamer - Beautiful Crime,unknown,68,34,27
Stephen Dawes - Teenage Dream,unknown,61,41,-1
spotifydown.com - Icarus,unknown,96,103,-1
The Struts - Could Have Been Me,unknown,77,54,-1
Morgan_St_Jean_Do_It_Like_A_Girl,Morgan,93,15,-1
spotifydown.com - I Was Made For Lovin’ You (from The Fall Guy) [Orchestral Version],unknown,85,12,57
spotifydown.com - Wicked Game,unknown,27,48,-1
VALORANT - Ticking Away,unknown,72,29,91
Dove Cameron - We Go Down Together,unknown,49,56,-1
spotifydown.com - 24,unknown,93,15,-1
SpotiDownloader.com - Nothing Breaks Like a Heart - Spotify Singles - Damiano David,unknown,57,64,-1
SpotiDownloader.com - Can't Hold Us (feat. Ray Dalton) - Macklemore,unknown,102,8,-1
SpotiDownloader.com - Pity Party - Melanie Martinez,unknown,53,85,14
SpotiDownloader.com - This Love - Maroon 5,unknown,5,40,0
spotifydown.com - Don't Go Insane,unknown,70,40,0
[SPOTDOWNLOADER.COM] Dial Tone,unknown,9,14,89
K_FLAY_High_Enough,K,80,39,-1
Doja_Cat_Tia_Tamera_feat_Rico_Nasty_,Doja,90,2,-1
SpotiDownloader.com - Pity Party - Melanie Martinez,unknown,47,34,20
SpotiDownloader.com - Too Much - Dove Cameron,unknown,53,85,14
Bon Jovi - It's My Life,unknown,47,34,20
Tate McRae - what would you do,unknown,90,2,-1
Achilles Heel - J. Maya,unknown,56,48,-1
spotifydown.com - Cry,unknown,9,62,14
SpotiMate.io - Diet Mountain Dew - Lana Del Rey,unknown,38,42,16
This Mountain,unknown,100,38,-1
[SPOTDOWNLOADER.COM] Courtesy Call,unknown,83,10,0
spotifydown.com - Iris - The Goo Goo Dolls,unknown,39,23,126
Doja Cat - Gun,unknown,23,36,-1
spotifydown.com - Close To You,unknown,23,36,-1
Trouble_Valerie_Broussard,Trouble,46,57,-1
SpotiDownloader.com - The Cut That Always Bleeds - Conan Gray,unknown,5,68,0
SpotiDownloader.com - No. 1 Party Anthem - Arctic Monkeys,unknown,97,3,-1
spotifydown.com - Die With A Smile,unknown,78,53,-1
spotifydown.com - Girl With One Eye,unknown,2,53,-1
SpotiMate.io - Man I Need - Olivia Dean,unknown,85,12,-1
SpotiDownloader.com - Can't Hold Us (feat. Ray Dalton) - Macklemore,unknown,51,54,-1
Tears of Gold,unknown,39,23,201
Desperado - Rihanna,unknown,53,85,-1
[SPOTDOWNLOADER.COM] Touch,unknown,86,98,-1
